address,score,scorePercentage,distributedTokens,maxBorrow
0x46ebC776bF61E4a1E0776C4187aDF3311BD38d34,15969652125000.000000000000,1.211591250122,605795.625060998918278357,1500000.000000000000
0xE96aBB22A6506f56E26df4c9fd8f3b70aC66Efb4,749123050000.000000000000,0.056834734128,28417.367064115176880058,200000.000000000000
0x20bAaD48A5508342F416C552265c71EA059373D3,2277399500000.000000000000,0.172782555665,86391.277832303213429432,400000.000000000000
0xbfCAd3A0440c5B2EB42a48AE461c383208D8A77c,1002032680000.000000000000,0.076022571933,38011.28596670341743963,110000.000000000000
0xd5d7Ec0C74c401835bD87820afC21B5a207D7eBC,364333200000.000000000000,0.027641360863,13820.680431664314108714,40000.000000000000
0x8ecF17eAC7D95beE21CF7D99201baebD4055B5b0,2802197780000.000000000000,0.212598138318,106299.069158943469057064,900000.000000000000
0x2A3cDC2C160754Cd1361d4917857dD490BB14987,11938701400000.017578125000,0.905769646129,452884.823064336695424386,1800000.000000000000
0x65813Ad432936e594607Bd2b84219eE1DDaffa7C,4430304100000.000000000000,0.336119887955,168059.943977634156369838,800000.000000000000
0x932759561A5736d823fd60Aa57E2B186CDe0C980,10434464112120.000000000000,0.791645636298,395822.818149102073734349,1410000.000000000000
0x22ab52BAc290dD91908224d2AdB19dD42b932134,2430257000000.000000000000,0.184379602868,92189.801434003876157597,450000.000000000000
0xa3fE5e20d002359428f9c7C0703aca69F6E7a381,6517373620000.000000000000,0.494462420969,247231.21048474092799538,1030000.000000000000
0xBe08D5Fb542ac0c808BDeA3BbCF85caeB2B5522c,1221851200000.000000000000,0.092699841630,46349.920814917663805849,200000.000000000000
0xe491a345CDae4eEbaeC104456c0A229E1deaDff1,3344952800000.000000000000,0.253776069311,126888.034655641473623656,320000.000000000000
0x59472f1D1073a553ea4f304649A56A838Ccfa007,2258835750000.000000000000,0.171374154474,85687.077236905076748406,1000000.000000000000
0x9592BA99Ceb375c5de3a6E0693c4AC572719884D,344744372990.000000000000,0.026155188765,13077.594382585162454497,53644.000000000000
0x288e6e2b8526C56c7CfeC33F29F6517d8d514D17,1299777260000.000000000000,0.098611963679,49305.981839712272809624,530000.000000000000
0x9eB75d5427F0617AAAe443c61ea82893Ec74BEb9,1703900625000.000000000000,0.129272138940,64636.069470029342920255,150000.000000000000
0x342b7a6636b095028E85354A2d33CdDe5C53852e,661543220000.000000000000,0.050190196421,25095.0982105232252086,600000.000000000000
0xc4b84Ee1Cf1765Bf907ab59859B6a7d7a879d08f,1070094000000.000000000000,0.081186272378,40593.136189184495241856,500000.000000000000
0x30a11f534DA9B258F1F5D684C8c36D628219f651,407081300000.000000000000,0.030884588926,15442.294462888559568503,120000.000000000000
0x9F13B8A3E27542a4FcD76f36Cc5285E3dCB1ADd7,91037165000.000000000000,0.006906840029,3453.420014617650513669,47000.000000000000
0x0A1760Da72515503A8D36eE2ACb33698091EeD15,5550751446190.000000000000,0.421126385920,210563.192960154399894269,1010000.000000000000
0xB08e6b21464539eF59AE2cE9C63165b30a09F7f5,7370022475000.000000000000,0.559151487710,279575.743855236625804845,650000.000000000000
0x2f234B7c3762327cDbE85FCaB3b87e880e13e3f3,3898193610824.084960937500,0.295749540014,147874.770007112406492956,3823910.125814990140
0x68fAc3afA93709230aCcaa01374934ea675dD550,1134137500000.000000000000,0.086045147426,43022.573712927304024095,100000.000000000000
0xcA877897DACece27D2Df024fDd9C04F005EEBe28,20052850000000.000000000000,1.521376759483,760688.379741675315823334,2000000.000000000000
